	input	category	prediction
248	The boy ate the monster in the cabinet in a envelope on the tiger beside the painting beside a cat on a box beside a table on a surface in the house in the cup beside the stage .	pp_recursion	* boy ( 1 ) ; * monster ( 5 ) ; * cabinet ( 9 ) ; envelope ( 13 ) ; * tiger ( 17 ) ; * painting ( 21 ) ; cat ( 25 ) ; box ( 29 ) ; table ( 33 ) ; surface ( 37 ) ; * house ( 41 ) ; * cup ( 45 ) ; * stage ( 49 ) ; eat ( 53 ) AND agent ( 53 , 1 ) AND theme ( 53 , 5 ) AND nmod.in ( 5 , 9 ) AND nmod.in ( 9 , 13 ) AND nmod.on ( 13 , 17 ) AND nmod.beside ( 17 , 21 ) AND nmod.beside ( 21 , 25 ) AND nmod.on ( 25 , 29 ) AND nmod.beside ( 29 , 33 ) AND nmod.on ( 33 , 37 ) AND nmod.in ( 37 , 41 ) AND nmod.in ( 41 , 45 ) AND nmod.beside ( 45 , 49 )
249	Emily admired a girl beside the monkey on the bible in the car in a palace on a surface on a desk on a cupboard on the table .	pp_recursion	Emily ( 1 ) ; girl ( 5 ) ; * monkey ( 9 ) ; * bible ( 13 ) ; * car ( 17 ) ; palace ( 21 ) ; surface ( 25 ) ; desk ( 29 ) ; cupboard ( 33 ) ; * table ( 37 ) ; admire ( 41 ) AND agent ( 41 , 1 ) AND theme ( 41 , 5 ) AND nmod . beside ( 5 , 9 ) AND nmod . on ( 9 , 13 ) AND nmod . in ( 13 , 17 ) AND nmod . in ( 17 , 21 ) AND nmod . on ( 21 , 25 ) AND nmod . on ( 25 , 29 ) AND nmod . on ( 29 , 33 ) AND nmod . on ( 33 , 37 )
250	A tenant liked the teacher in a glass on a stage in a house .	pp_recursion	tenant ( 1 ) ; * teacher ( 5 ) ; glass ( 9 ) ; stage ( 13 ) ; house ( 17 ) ; like ( 21 ) AND agent ( 21 , 1 ) AND theme ( 21 , 5 ) AND nmod . in ( 5 , 9 ) AND nmod . on ( 9 , 13 ) AND nmod . in ( 13 , 17 )
251	Eleanor painted a teacher in a house beside the stage on the table in a room .	pp_recursion	Eleanor ( 1 ) ; teacher ( 5 ) ; * stage ( 9 ) ; * table ( 13 ) ; room ( 17 ) ; house ( 21 ) ; paint ( 25 ) AND agent ( 25 , 1 ) AND theme ( 25 , 5 ) AND nmod . in ( 5 , 21 ) AND nmod . beside ( 21 , 9 ) AND nmod . on ( 9 , 13 ) AND nmod . in ( 13 , 17 )
252	A teacher sold a bat beside a machine in the house on the chair in a room beside the sword on a seat on the table to a goose .	pp_recursion	teacher ( 1 ) ; bat ( 2 ) ; machine ( 3 ) ; house ( 4 ) ; chair ( 5 ) ; room ( 6 ) ; sword ( 7 ) ; seat ( 8 ) ; table ( 9 ) ; goose ( 10 ) ; sell ( 11 ) AND agent ( 11 , 1 ) AND theme ( 11 , 2 ) AND recipient ( 11 , 10 ) AND nmod . beside ( 2 , 3 ) AND nmod . in ( 2 , 4 ) AND nmod . on ( 4 , 5 ) AND nmod . in ( 5 , 6 ) AND nmod . beside ( 6 , 7 ) AND nmod . on ( 7 , 8 ) AND nmod . on ( 8 , 9 )
253	A dog painted the girl beside the chair in a house beside a road on a dish .	pp_recursion	dog ( 1 ) ; * girl ( 5 ) ; * chair ( 9 ) ; house ( 13 ) ; road ( 17 ) ; dish ( 21 ) ; paint ( 25 ) AND agent ( 25 , 1 ) AND theme ( 25 , 5 ) AND nmod . beside ( 5 , 9 ) AND nmod . in ( 5 , 13 ) AND nmod . beside ( 13 , 17 ) AND nmod . on ( 5 , 21 )
254	The baby returned James the donut on the tree in the house on the bed in a bag .	pp_recursion	* baby ( 1 ) ; James ( 5 ) ; * donut ( 9 ) ; return ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 ) AND nmod . on ( 9 , 17 ) AND nmod . in ( 17 , 21 ) AND nmod . on ( 21 , 25 ) AND nmod . in ( 25 , 29 )
255	The boy sold the cake on the boat on the leaflet in the haystack on a bed on a stage on a block in a garden on the chair to the president .	pp_recursion	* boy ( 1 ) ; * cake ( 5 ) ; * boat ( 9 ) ; leaflet ( 13 ) ; * haystack ( 17 ) ; bed ( 21 ) ; stage ( 25 ) ; block ( 29 ) ; garden ( 33 ) ; * chair ( 37 ) ; * president ( 41 ) ; sell ( 45 ) AND agent ( 45 , 1 ) AND theme ( 45 , 5 ) AND recipient ( 45 , 41 ) AND nmod . on ( 5 , 9 ) AND nmod . on ( 9 , 13 ) AND nmod . in ( 13 , 17 ) AND nmod . on ( 17 , 21 ) AND nmod . on ( 21 , 25 ) AND nmod . on ( 25 , 29 ) AND nmod . in ( 29 , 33 ) AND nmod . on ( 33 , 37 )
256	The girl cleaned a cat beside a table in a storage on a rock beside the bed in a house on the desk in the garden beside a car .	pp_recursion	* girl ( 1 ) ; cat ( 2 ) ; table ( 3 ) ; storage ( 4 ) ; rock ( 5 ) ; * bed ( 6 ) ; house ( 7 ) ; * desk ( 8 ) ; * garden ( 9 ) ; car ( 10 ) ; clean ( 11 ) AND agent ( 11 , 1 ) AND theme ( 11 , 2 ) AND nmod . beside ( 2 , 3 ) AND nmod . in ( 2 , 4 ) AND nmod . on ( 4 , 5 ) AND nmod . beside ( 5 , 6 ) AND nmod . in ( 6 , 7 ) AND nmod . on ( 7 , 8 ) AND nmod . in ( 8 , 9 ) AND nmod . beside ( 9 , 10 )
257	A girl handed the block beside a mirror beside a book in a vessel in the room in a house in the box beside the bag beside a log in the saucepan in the car beside the table to Liam .	pp_recursion	girl ( 1 ) ; * block ( 5 ) ; mirror ( 9 ) ; book ( 13 ) ; vessel ( 17 ) ; * room ( 21 ) ; * house ( 25 ) ; * box ( 29 ) ; * bag ( 33 ) ; log ( 37 ) ; saucepan ( 41 ) ; * car ( 45 ) ; * table ( 49 ) ; Liam ( 53 ) ; hand ( 57 ) AND agent ( 57 , 1 ) AND theme ( 57 , 5 ) AND recipient ( 57 , 53 ) AND nmod.beside ( 5 , 9 ) AND nmod.beside ( 9 , 13 ) AND nmod.in ( 13 , 17 ) AND nmod.in ( 17 , 21 ) AND nmod.in ( 21 , 25 ) AND nmod.in ( 25 , 29 ) AND nmod.beside ( 29 , 33 ) AND nmod.beside ( 33 , 37 ) AND nmod.in ( 37 , 41 ) AND nmod.in ( 41 , 45 ) AND nmod.beside ( 45 , 49 )
258	Liam ate the cookie in a penthouse beside the book in the house in the stadium on a bible beside the car in a bakery beside the table beside the machine in the container .	pp_recursion	Liam ( 1 ) ; * cookie ( 5 ) ; penthouse ( 9 ) ; book ( 13 ) ; * house ( 17 ) ; * stadium ( 21 ) ; bible ( 25 ) ; car ( 29 ) ; bakery ( 33 ) ; table ( 37 ) ; machine ( 41 ) ; container ( 45 ) ; eat ( 49 ) AND theme ( 49 , 5 ) AND nmod . in ( 5 , 9 ) AND nmod . beside ( 9 , 13 ) AND nmod . in ( 13 , 17 ) AND nmod . in ( 17 , 21 ) AND nmod . on ( 21 , 25 ) AND nmod . beside ( 25 , 29 ) AND nmod . in ( 29 , 33 ) AND nmod . beside ( 33 , 37 ) AND nmod . beside ( 37 , 41 ) AND nmod . in ( 41 , 45 )
259	William helped a boy beside the table on a truck beside the tree on the yacht beside a bed in a car beside a boat beside a chair on a seat in a envelope on a shelf .	pp_recursion	William ( 1 ) ; boy ( 2 ) ; * table ( 3 ) ; truck ( 4 ) ; * tree ( 5 ) ; yacht ( 6 ) ; bed ( 7 ) ; car ( 8 ) ; boat ( 9 ) ; chair ( 10 ) ; seat ( 11 ) ; envelope ( 12 ) ; * shelf ( 13 ) ; help ( 14 ) AND agent ( 14 , 1 ) AND theme ( 14 , 2 ) AND nmod.beside ( 2 , 3 ) AND nmod.on ( 3 , 4 ) AND nmod.beside ( 4 , 5 ) AND nmod.on ( 5 , 6 ) AND nmod.beside ( 6 , 7 ) AND nmod.in ( 7 , 8 ) AND nmod.beside ( 8 , 9 ) AND nmod.beside ( 9 , 10 ) AND nmod.on ( 10 , 11 ) AND nmod.in ( 11 , 12 ) AND nmod.on ( 12 , 13 )
260	The lion preferred to crawl .	prim_to_inf_arg	* lion ( 1 ) ; prefer ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
261	Elijah wanted to crawl .	prim_to_inf_arg	Elijah ( 1 ) ; want ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
262	A student wanted to crawl .	prim_to_inf_arg	student ( 1 ) ; want ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 7 ) AND crawl ( 7 )
263	Liam dreamed to crawl .	prim_to_inf_arg	Liam ( 1 ) ; dream ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
264	A butterfly hoped that Ava wanted to crawl .	prim_to_inf_arg	butterfly ( 1 ) ; Ava ( 9 ) ; hope ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND want ( 13 ) AND agent ( 13 , 9 ) AND xcomp ( 13 , 17 ) AND crawl ( 17 )
265	Avery wanted to crawl .	prim_to_inf_arg	Avery ( 1 ) ; want ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
266	A manager preferred to crawl .	prim_to_inf_arg	manager ( 1 ) ; prefer ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
267	Ava wanted to crawl .	prim_to_inf_arg	Ava ( 1 ) ; want ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
268	The girl longed to crawl .	prim_to_inf_arg	* girl ( 1 ) ; long ( 4 ) AND agent ( 4 , 1 ) AND xcomp ( 4 , crawl ( 8 ))
269	A guard liked to crawl .	prim_to_inf_arg	guard ( 1 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
270	A hen expected to crawl .	prim_to_inf_arg	hen ( 1 ) ; expect ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 5 ) AND crawl ( 5 )
271	The frog yearned to crawl .	prim_to_inf_arg	* frog ( 1 ) ; yearn ( 5 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
272	Emma liked that Noah wanted to crawl .	prim_to_inf_arg	Emma ( 1 ) ; Noah ( 9 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND want ( 13 ) AND agent ( 13 , 9 ) AND xcomp ( 13 , 17 ) AND crawl ( 17 )
273	A child planned to crawl .	prim_to_inf_arg	child ( 1 ) ; plan ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 5 ) AND crawl ( 5 )
274	A chicken longed to crawl .	prim_to_inf_arg	chicken ( 1 ) ; long ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
275	The dog yearned to crawl .	prim_to_inf_arg	* dog ( 1 ) ; yearn ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
276	The scientist wanted to crawl .	prim_to_inf_arg	* scientist ( 1 ) ; want ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 4 ) AND crawl ( 4 )
277	Madison wanted to crawl .	prim_to_inf_arg	Madison ( 1 ) ; want ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
278	A lion itched to crawl .	prim_to_inf_arg	lion ( 1 ) ; itch ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
279	Logan wanted to crawl .	prim_to_inf_arg	Logan ( 1 ) ; want ( 5 ) AND agent ( 5 , 1 ) AND xcomp ( 5 , 9 ) AND crawl ( 9 )
280	Owen rented Olivia the shark beside the stool .	prim_to_obj_common	Owen ( 1 ) ; Olivia ( 9 ) ; * shark ( 17 ) ; * stool ( 27 ) ; rent ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 ) AND nmod . beside ( 17 , 27 )
281	A bear gave Claire a shark .	prim_to_obj_common	bear ( 1 ) ; Claire ( 9 ) ; shark ( 17 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 )
282	A cat posted the shark on the desk to Sophia .	prim_to_obj_common	cat ( 1 ) ; * shark ( 5 ) ; * desk ( 9 ) ; Sophia ( 13 ) ; post ( 17 ) AND agent ( 17 , 1 ) AND theme ( 17 , 5 ) AND recipient ( 17 , 13 ) AND nmod . on ( 5 , 9 )
283	Liam sold the shark to Emma .	prim_to_obj_common	Liam ( 1 ) ; * shark ( 9 ) ; Emma ( 17 ) ; sell ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
284	A tiger rolled a shark .	prim_to_obj_common	tiger ( 1 ) ; shark ( 5 ) ; roll ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
285	James drew a shark .	prim_to_obj_common	James ( 1 ) ; shark ( 9 ) ; draw ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
286	Isabella gave the shark in the car to Emma .	prim_to_obj_common	Isabella ( 1 ) ; * shark ( 5 ) ; * car ( 9 ) ; Emma ( 13 ) ; give ( 17 ) AND agent ( 17 , 1 ) AND theme ( 17 , 5 ) AND recipient ( 17 , 13 ) AND nmod . in ( 5 , 9 )
287	Emma rolled a shark on the notebook .	prim_to_obj_common	Emma ( 1 ) ; shark ( 9 ) ; * notebook ( 17 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
288	Ethan crumpled the shark .	prim_to_obj_common	Ethan ( 1 ) ; * shark ( 9 ) ; crumple ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
289	The girl passed a donkey a shark on a speaker .	prim_to_obj_common	* girl ( 1 ) ; donkey ( 5 ) ; shark ( 9 ) ; speaker ( 13 ) ; pass ( 17 ) AND agent ( 17 , 1 ) AND theme ( 17 , 5 ) AND recipient ( 17 , 9 ) AND nmod . on ( 17 , 13 )
290	Michael thought that Elizabeth awarded the boy a shark .	prim_to_obj_common	Michael ( 1 ) ; Elizabeth ( 9 ) ; * boy ( 17 ) ; shark ( 24 ) ; think ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND award ( 13 ) AND agent ( 13 , 9 ) AND recipient ( 13 , 17 ) AND theme ( 13 , 24 )
291	A cat gave Emma a shark .	prim_to_obj_common	cat ( 1 ) ; Emma ( 9 ) ; shark ( 13 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 13 )
292	The priest ate a shark .	prim_to_obj_common	* priest ( 1 ) ; shark ( 5 ) ; eat ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
293	A boy gave the lion a shark beside the table .	prim_to_obj_common	boy ( 1 ) ; * lion ( 5 ) ; * shark ( 9 ) ; * table ( 13 ) ; give ( 17 ) AND agent ( 17 , 1 ) AND recipient ( 17 , 5 ) AND theme ( 17 , 9 ) AND nmod . beside ( 9 , 13 )
294	Benjamin ate the shark .	prim_to_obj_common	Benjamin ( 1 ) ; * shark ( 9 ) ; eat ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
295	Liam ate a shark on the rock .	prim_to_obj_common	Liam ( 1 ) ; shark ( 9 ) ; * rock ( 17 ) ; eat ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 5 , 17 )
296	Benjamin liked that Emma admired that Liam loaned a shark to the dog .	prim_to_obj_common	Benjamin ( 1 ) ; Emma ( 9 ) ; Liam ( 17 ) ; shark ( 25 ) ; * dog ( 31 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND admire ( 13 ) AND agent ( 13 , 9 ) AND ccomp ( 13 , 21 ) AND loan ( 21 ) AND agent ( 21 , 17 ) AND theme ( 21 , 25 ) AND recipient ( 21 , 31 )
297	A teacher hoped that a girl ate a shark on the table .	prim_to_obj_common	teacher ( 1 ) ; girl ( 9 ) ; shark ( 17 ) ; * table ( 25 ) ; hope ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND eat ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 ) AND nmod . on ( 17 , 25 )
298	Noah liked that a cat helped the shark beside a table .	prim_to_obj_common	Noah ( 1 ) ; cat ( 9 ) ; * shark ( 17 ) ; table ( 25 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND help ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 ) AND nmod . beside ( 17 , 25 )
299	Emily ate the shark in the house .	prim_to_obj_common	Emily ( 1 ) ; * shark ( 5 ) ; * house ( 9 ) ; eat ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . in ( 5 , 9 )
300	Theodore changed Paula .	prim_to_obj_proper	Theodore ( 1 ) ; Paula ( 9 ) ; change ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
301	A tiger rolled Paula .	prim_to_obj_proper	tiger ( 1 ) ; Paula ( 9 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
302	Sophia sent Ava Paula .	prim_to_obj_proper	Sophia ( 1 ) ; Ava ( 9 ) ; Paula ( 17 ) ; send ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 )
303	Noah liked Paula .	prim_to_obj_proper	Noah ( 1 ) ; Paula ( 9 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
304	The student helped Paula .	prim_to_obj_proper	* student ( 1 ) ; Paula ( 9 ) ; help ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 )
305	A horse said that the moose ate Paula .	prim_to_obj_proper	horse ( 1 ) ; * moose ( 5 ) ; Paula ( 9 ) ; say ( 13 ) AND agent ( 13 , 1 ) AND ccomp ( 13 , 17 ) AND eat ( 17 ) AND agent ( 17 , 5 ) AND theme ( 17 , 9 )
306	Olivia sold Paula to the priest .	prim_to_obj_proper	Olivia ( 1 ) ; Paula ( 5 ) ; * priest ( 9 ) ; sell ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
307	James discovered Paula .	prim_to_obj_proper	James ( 1 ) ; Paula ( 9 ) ; discover ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
308	The girl gave Paula to Addison .	prim_to_obj_proper	* girl ( 1 ) ; Paula ( 5 ) ; Addison ( 9 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
309	The girl decomposed Paula .	prim_to_obj_proper	* girl ( 1 ) ; Paula ( 5 ) ; decompose ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
310	A boy mailed Paula to the girl .	prim_to_obj_proper	boy ( 1 ) ; Paula ( 9 ) ; * girl ( 17 ) ; mail ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
311	Scarlett lended a consumer Paula .	prim_to_obj_proper	Scarlett ( 1 ) ; consumer ( 9 ) ; Paula ( 17 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
312	Ava broke Paula .	prim_to_obj_proper	Ava ( 1 ) ; Paula ( 9 ) ; break ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
313	Aubrey handed Paula to Charlotte .	prim_to_obj_proper	Aubrey ( 1 ) ; Paula ( 5 ) ; Charlotte ( 9 ) ; hand ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
314	The girl forwarded Paula to Olivia .	prim_to_obj_proper	* girl ( 1 ) ; Paula ( 5 ) ; Olivia ( 9 ) ; forward ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
315	Logan gave the cat Paula .	prim_to_obj_proper	Logan ( 1 ) ; * cat ( 5 ) ; Paula ( 9 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
316	Wyatt proved that the boy rented Paula to Ava .	prim_to_obj_proper	Wyatt ( 1 ) ; * boy ( 9 ) ; Paula ( 17 ) ; Ava ( 25 ) ; prove ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND rent ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 ) AND recipient ( 13 , 25 )
317	Oliver burned Paula .	prim_to_obj_proper	Oliver ( 1 ) ; Paula ( 9 ) ; burn ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
318	A girl dusted Paula .	prim_to_obj_proper	girl ( 3 ) ; Paula ( 9 ) ; dust ( 6 ) AND agent ( 6 , 3 ) AND theme ( 6 , 9 )
319	Logan hunted Paula .	prim_to_obj_proper	Logan ( 1 ) ; Paula ( 5 ) ; hunt ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
320	The shark ate a rose .	prim_to_subj_common	* shark ( 1 ) ; rose ( 5 ) ; eat ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
321	The shark gave Elijah the cake beside a seat .	prim_to_subj_common	* shark ( 1 ) ; Elijah ( 9 ) ; * cake ( 13 ) ; seat ( 18 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 13 ) AND nmod . beside ( 13 , 18 )
322	The shark examined Sophia .	prim_to_subj_common	* shark ( 1 ) ; Sophia ( 9 ) ; examine ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
323	The shark pierced a cake .	prim_to_subj_common	* shark ( 1 ) ; cake ( 9 ) ; pierce ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
324	The shark juggled the cake beside the bat .	prim_to_subj_common	* shark ( 1 ) ; * cake ( 9 ) ; * bat ( 17 ) ; juggle ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . beside ( 9 , 17 )
325	The shark loved the balloon .	prim_to_subj_common	* shark ( 1 ) ; * balloon ( 5 ) ; love ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
326	A shark mailed Oliver the cookie .	prim_to_subj_common	shark ( 1 ) ; Oliver ( 9 ) ; * cookie ( 17 ) ; mail ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 )
327	The shark dusted the donut on the road .	prim_to_subj_common	* shark ( 1 ) ; * donut ( 9 ) ; * road ( 17 ) ; dust ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
328	The shark lended a bat to Noah .	prim_to_subj_common	* shark ( 1 ) ; bat ( 9 ) ; Noah ( 17 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
329	The shark painted the chicken beside the table .	prim_to_subj_common	* shark ( 1 ) ; * chicken ( 5 ) ; * table ( 9 ) ; paint ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . beside ( 5 , 9 )
330	The shark collapsed a girl .	prim_to_subj_common	* shark ( 1 ) ; girl ( 9 ) ; collapse ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
331	A shark painted a girl .	prim_to_subj_common	shark ( 1 ) ; girl ( 9 ) ; paint ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
332	The shark froze the boy on a table .	prim_to_subj_common	* shark ( 1 ) ; * boy ( 9 ) ; table ( 17 ) ; freeze ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
333	The shark dusted Michael .	prim_to_subj_common	* shark ( 1 ) ; Michael ( 9 ) ; dust ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
334	Liam said that a shark preferred to sleep .	prim_to_subj_common	Liam ( 1 ) ; shark ( 9 ) ; say ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND prefer ( 13 ) AND agent ( 13 , 9 ) AND xcomp ( 13 , 17 ) AND sleep ( 17 )
335	The shark wished to eat .	prim_to_subj_common	* shark ( 1 ) ; wish ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 5 ) AND eat ( 5 )
336	The girl thought that the shark liked a cake .	prim_to_subj_common	* girl ( 1 ) ; * shark ( 5 ) ; cake ( 9 ) ; think ( 13 ) AND agent ( 13 , 1 ) AND ccomp ( 13 , 17 ) AND like ( 17 ) AND agent ( 17 , 5 ) AND theme ( 17 , 9 )
337	The shark froze a cake in a house .	prim_to_subj_common	* shark ( 1 ) ; cake ( 9 ) ; house ( 17 ) ; freeze ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 9 , 17 )
338	The shark offered a cake to Liam .	prim_to_subj_common	* shark ( 1 ) ; cake ( 9 ) ; Liam ( 17 ) ; offer ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
339	The shark intended to giggle .	prim_to_subj_common	* shark ( 1 ) ; intend ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 5 ) AND giggle ( 5 )
340	Paula rolled a brick .	prim_to_subj_proper	Paula ( 1 ) ; brick ( 9 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
341	Paula dusted Lucas .	prim_to_subj_proper	Paula ( 1 ) ; Lucas ( 9 ) ; dust ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
342	Paula gave a cat the cake on the speaker .	prim_to_subj_proper	Paula ( 1 ) ; cat ( 9 ) ; * cake ( 17 ) ; * speaker ( 25 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 17 ) AND recipient ( 5 , 9 ) AND nmod . on ( 17 , 25 )
343	Paula gave Emma a cake on the TV .	prim_to_subj_proper	Paula ( 1 ) ; Emma ( 5 ) ; cake ( 9 ) ; * TV ( 13 ) ; give ( 17 ) AND agent ( 17 , 1 ) AND recipient ( 17 , 5 ) AND theme ( 17 , 9 ) AND nmod . on ( 9 , 13 )
344	Paula liked the drink in the house .	prim_to_subj_proper	Paula ( 1 ) ; * drink ( 5 ) ; * house ( 9 ) ; like ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . in ( 5 , 9 )
345	Paula rolled Ethan .	prim_to_subj_proper	Paula ( 1 ) ; Ethan ( 5 ) ; roll ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
346	Paula liked the cookie .	prim_to_subj_proper	Paula ( 1 ) ; * cookie ( 5 ) ; like ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
347	Paula lended a boy the cake beside the chair .	prim_to_subj_proper	Paula ( 1 ) ; boy ( 9 ) ; * cake ( 17 ) ; * chair ( 25 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 ) AND nmod . beside ( 17 , 25 )
348	Paula rolled the knife .	prim_to_subj_proper	Paula ( 1 ) ; * knife ( 9 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
