,example_id,sentence
2505,2505,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap ."
2506,2506,They are super cheap!
2507,2507,We will go back to the past next time we are in town.
2508,2508,"Michael Timothy's was far and above better than Abe and Louies, no comparison."
2509,2509,He wouldn't give up at no either.
2510,2510,"a thoughtful , moving piece that faces difficult issues with honesty and beauty ."
2511,2511,You can do better on this.
2512,2512,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .
2513,2513,So far I'm glad I did.
2514,2514,"As always, Sarabeth's was FABULOUS! Breakfast at Sarabeth's is a must when visiting New York!"
2515,2515,Shoved the lower tier members aside.
2516,2516,I just wish I had more stomachs!
2517,2517,Hands down - the best restaurant and experience I've ever had dining.
2518,2518,So i scheduled an eye exam because i have been having headaches eye strains and dry eyes so figured it had to do with my glasses i have been wearing for the past 3-4 years.
2519,2519,Prices have been going up and down tonight.
2520,2520,It's getting smoother and harder to justify cooking anymore...
2521,2521,One thing that bothers me though is they always try to push their Macy's card.
2522,2522,Most of the meats are marinaded and are of fairly average grade. They are really tasty.
2523,2523,This is the place to go if you want to hear all the details of your nurse's private life while getting medical attention.
2524,2524,"However, I did think my halibut was slightly overcooked (underscore the word slightly) and I did not taste any truffle oil or scent."
2525,2525,Follow this link for a coupon: http://www.hobbylobby.com/weekly/coupon.cfm
2526,2526,Stopped in Tempe Town Lake store to see if they could transfer service to Verizon on my Galaxy S3.
2527,2527,"I had a coupon for a $20 oil change, but that is for regular oil and mine takes synthetic."
2528,2528,I take the paper work to my doctor's office and luckily the doctor completed the form right away.
2529,2529,it was unremarkable. food was okay at best. sorry
2530,2530,"Around 5am, we came back from Marquee (quick walk across the street) and late night eating."
2531,2531,Last time I went in was about a year ago and the layout was very big and open like they didn't have a lot of merchandise out on the floor.
2532,2532,"There are better places to eat in he North End, like Marco."
2533,2533,"I figured it out, shortly, on my own."
2534,2534,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story ."
2535,2535,She had noticed cards on the table.
2536,2536,Too loud and rushed for a mellow evening out.
2537,2537,For the price the food was only fair. There are many restaurants that are the same money or cheaper that are better
2538,2538,... a polished and relatively sincere piece of escapism .
2539,2539,What's up with unbelievable Hickory Tavern?
2540,2540,"We finally made it there for lunch; it's impossible to get a table, and for good reason!"
2541,2541,"The room was noisier than I would have liked. I asked for the veal chop medium and it was rare toward the center; in the end I left quite a bit of it. One of my companions rated his dinner ""fair."""
2542,2542,New chef and needs time to get it right.
2543,2543,on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there .
2544,2544,But I honestly cannot think of one single suggestion for improvement.
2545,2545,WE didn't order from the menu and requested special pastas to be prepared.
2546,2546,One of the surprises was the naming of the boats on which the product was caught.
2547,2547,It's always nerve-wracking when you move to a new city and need to find a hairdresser.
2548,2548,Would consider going back on a special occassion but not on a regular basis as there are other restaurants with more memorable food.
2549,2549,everything that 's worthwhile about collision course can already be seen on television .
2550,2550,"*******Wish it had a small area with tables to sit and eat, (like some other locations)"
2551,2551,Finding a booth was a cinch.
2552,2552,The back room is more mellow.
2553,2553,Went here for my father-in-law's birthday celebration (his choice) less than 2 weeks ago Saturday 2/27/16.
2554,2554,Good for dipping.
2555,2555,The duck which was the special of the nite was tough and not enough of it.
2556,2556,"a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance ."
2557,2557,it ultimately stands forth as an important chronicle of the abuses of one of latin america 's most oppressive regimes .
2558,2558,My friend and I went there Thursday night to grab a drink and some quick food.
2559,2559,We loved our lunch at Chops. The food selection and presentation was wonderful.
2560,2560,"was a good setting but staff were not very informative of menu.
And they seemed to rush to get you to eat and leave as soon as they could."
2561,2561,"I dropped it at 8 a.m. this morning, and it was finished only after 1 p.m."
2562,2562,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."
2563,2563,"all ends well , sort of , but the frenzied comic moments never click ."
2564,2564,Definitely no complaints.
2565,2565,This is my hubby and my favorite restaurant. loved it
2566,2566,"despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america 's sweetheart ."
2567,2567,"Getting married in Ohio, while we live in New York City made wedding planning difficult."
2568,2568,Pops had a chili verde chimichanga.
2569,2569,no bueno
2570,2570,"Pasta was very good. Chicken Daviola has been over-hyped by New York Magazine, as it was nothing special."
2571,2571,Meal was disapointing as our food wasn't that good......don't know if I'd go back.
2572,2572,Me and my few friends ride our bikes downtown for get some drinks and we stop here on my home.
2573,2573,"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class ."
2574,2574,With the high open ceilings it could be noisy on a busy night.
2575,2575,Cockcroach Heaven.
2576,2576,Menu and food was excellent. Service was unbelievably slow and second rate.
2577,2577,"The food was good. However, it could use some improvement."
2578,2578,Definitely a slow food movement restaurant.
2579,2579,Hope more folks can go check out HolisticFit! It is a great place.
2580,2580,Bar was very poorly stocked. Two of the Scoth Whiskies on their drink menu were not available. It took ages to get our drinks served.
2581,2581,I ordered chick Pad Thai .
2582,2582,the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .
2583,2583,"We frequent Rustico and the food, service is always great. Reservations are made easy through Open Table."
2584,2584,Outstanding food and service. I will return again. thanks.
2585,2585,"I know it's always a struggle to get the drive-thru line moving, but it doesn't mean you sacrifice quality control and efficiency."
2586,2586,It's a shame the former shop and owner were always someone and somewhere I could bring my pet.
2587,2587,(RUDE) I literally live across the street.
2588,2588,You've been warned!
2589,2589,even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .
2590,2590,"... does such a fine job of engulfing you in its world and allying you with its characters ' choices , good and ill , that its shortcomings are remembered only as an afterthought ."
2591,2591,When I go to a bar - I want to sit at the bar and drink some beers!
2592,2592,Good place to go before the theatre as kitchen will respond to your timetable.
2593,2593,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way ."
2594,2594,"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious ."
2595,2595,But that was my only complaint.
2596,2596,No long hrs in the waiting room.
2597,2597,I cut up some of the pork
2598,2598,"He saw the 23 min & heard it, because i then put it on speaker."
2599,2599,"I was told I had to drop off my records in order to be approved as a patient....fine, no problem. It was fun and easy."
2600,2600,Overall pastas were very good. Appitizers needed some work. Calamari was very tough. Portions were right sizes.
2601,2601,"I wear a size zero but this store was only for plus sizes, so I ended up finding what I needed at another store."
2602,2602,Good location near Ferry Plaza building for lunch and view of Bay Bridge.
2603,2603,"After waiting patiently and consuming my second whiskey sour, my meal arrives."
2604,2604,CHEESE SPARKLED!
2605,2605,They also just gave us the stone wall.
2606,2606,"Definitely the youngest here, the best? Who knows"
2607,2607,I've been sitting in this unbelievable restaurant
2608,2608,-lrb- fessenden -rrb- is much more into ambiguity and creating mood than he is for on screen thrills
2609,2609,"The service is alright, nothing special. It is great."
2610,2610,"The seafood tower was more than enough food for two hungry romantics who had already overdosed on lobster, but we left nothing but a crab leg go to waste."
2611,2611,My wife liked Oak better.
2612,2612,The only curious item was that there was not as many fish main courses selections as I had expected for a seafood restaurant.
2613,2613,My wife's crab cakes arrived fried instead of broiled.
2614,2614,"i found it slow , drab , and bordering on melodramatic ."
2615,2615,"The Ventcello salad was delicious, but the rest of the food itself was mediocre: Spaghetti Carbonara, Fillet Mignon, Minestrone, and ."
2616,2616,"Thanks for the opportunity to make reservations on line; otherwise, we would have had to wait quite a while!"
2617,2617,"The tables are way too close together; you are effectively sitting in the conversations on either side of you if you are at a table for 2. Food good, but overpriced. Wine overpriced."
2618,2618,For a fresh desert experience go to Tim Horton's down the road.
2619,2619,Had the Rockfish (aka Sea Bass) and it was 6 hours out of the water.
2620,2620,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel ."
2621,2621,"We were getting up and getting our own drinks at the bar, napkins, etc."
2622,2622,WE GOT THE SAME AMOUNT OR MORE AT HIBASHI FOR WAY LESS THAN BH.
2623,2623,a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world .
2624,2624,director dirk shafer and co-writer greg hinton ride the dubious divide where gay porn reaches for serious drama .
2625,2625,The boring average is 50 on Sunday.
2626,2626,"There were 6 courses, but each of them very small so it wasn't as much food as it sounds like."
2627,2627,"I thought, ""I guess you can order food at the bar for some reason."""
2628,2628,I'm the one that messed up as I didn't check the order first.
2629,2629,Memory of an earlier meal was better than reality of this meal. Server seemed untrained and was very tentative. Food was ordinary.
2630,2630,"Just make sure you warn any skittish guests that the gazebo is right next to the party pool, and even though they will turn down the music a bit, you will still be able to hear hooting and hollering, and the latest obnoxious radio hits."
2631,2631,This is a family run business and thus pays attention to quality and service.
2632,2632,a historical epic with the courage of its convictions about both scope and detail .
2633,2633,On steak was somewhat overcooked.
2634,2634,"not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies ."
2635,2635,all this turns out to be neither funny nor provocative - only dull .
2636,2636,"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide ."
2637,2637,"Basically ragu sauce on pasta. The garlic bread is good, but that's the only thing going for this place. They say they use lots of garlic... lies..."
2638,2638,Girls night last night.
2639,2639,This was a fantastic restaurant not to be missed in Park City!
2640,2640,"After opening the presents I asked him if I had to sign anything, and he said no."
2641,2641,"shamelessly sappy and , worse , runs away from its own provocative theme ."
2642,2642,an experience so engrossing it is like being buried in a new environment .
2643,2643,"Gr8 venue, gr8 service, shuttle service to the theatre.
The food is simply not worth the price tag, which was reasonable in itself."
2644,2644,The stars were mac n cheese and onion rings.
2645,2645,There are always mangers on the floor asking if you need any help.
2646,2646,They store sold luxury items.
2647,2647,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
2648,2648,I enjoyed their rice bowl. very nice
2649,2649,Popped into the bookstore for a bit to make some time pass while my wife was nearby in an appointment. This is a great place.
2650,2650,"if you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four - minute egg ."
2651,2651,The menu was great.
2652,2652,The only carpeting in our new home was simply in the stairwell from our entry to the main living space upstairs.
2653,2653,"This is an update regarding GM/Cadillac --- Since my last update I've sold both of my Cadillac XLR's (also known as very expensive paperweights, due to GM/Cadillac's decision to stop making replacement parts for the XLR)."
2654,2654,"It was for a special occasion we have been married for thirty years and we had planned to do it Five years ago on our twenty fifth, but could not get in when we were last there."
2655,2655,"food was good, but priced to high - would not return"
2656,2656,"Even tho I am standing right there, she just looks at me and nods yes instead of asking me."
2657,2657,Very pleasant surroundings spoilt by the high volume of noise
2658,2658,mist sprayed on.
2659,2659,There are other dishes that I want to try.
2660,2660,"Actually, this is THE place to go in the ""hood"" for cheap drinks."
2661,2661,"The steak at Red Rock, I still can't forget how the beef melted in my mouth."
2662,2662,"Food was overcooked - bearnaise sauce had not a hint of tarragon!!! After 2 tries, realized bartender could not make a wine spritzer....gave up. Will never waste my money there again..."
2663,2663,"Reservation was half hr late, service was terrible"
2664,2664,The restaurant is high quality but a bit pricey for the limited menu they offer.
2665,2665,Before I forget - the soup...
2666,2666,She then said to me you come here and I will do yours. It was fun.
2667,2667,but the characters tend to be cliches whose lives are never fully explored .
2668,2668,(See updated photo.)
2669,2669,I get my eggs over hard usually so I was surprised by this.
2670,2670,I love Sens. I often go there. I love the food and wonderful atmosphere.
2671,2671,The food here was good but the service was terrible.
2672,2672,"meandering , sub-aquatic mess : it 's so bad it 's good , but only if you slide in on a freebie ."
2673,2673,The restaurant has food available.
2674,2674,it 's a movie forged in the fires of chick flick hell .
2675,2675,"Decent food, but service was very slow. It is an ok fall back when looking for a place that takes reservations..."
2676,2676,It would take more than gimmicks and cute dress-ups for us to come back though.
2677,2677,"A few minutes later I was practically running down the isles looking for anything I could use in my new house, store credit card in my hand, I was a bit manic because it looked as though absolutely everything in the store was marked down anywhere between 30 and 60 percent or more!"
2678,2678,In fact we're already looking forward to our next visit to the island and another spectacular dining experience at Mama's.
2679,2679,The staff here are definitely not afraid of arguing/lashing out at customers.
2680,2680,"There was too much salt on the penne alla vodka, and my wife had a bit too much salt on her chicken dish, and she had specifically asked for no salt on her food. The service left a bit to be desired."
2681,2681,inexpensive quick fix.
2682,2682,the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be .
2683,2683,Wish all service repairs went this way.
2684,2684,I came here to eat with some friends during a trip because the exterior looked good.
2685,2685,"an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world ."
2686,2686,This is our favorite restaurant for visitors from out-of-town. Excellent food and a spectacular view. Terrific service too.
2687,2687,"working from elliott 's memoir , rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades ."
2688,2688,"Stayed at many RCs and experienced Sunday Brunch buffet, which is tyipcally fabulous."
2689,2689,The ambiance in this place is a 5/5 to me This bar did not feel Vegas nor did it feel like Downtown Vegas.
2690,2690,And we plan on continuing our tradition until....well whatever.
2691,2691,"Interesting menu, a lot of great items.. flatbread good. Ambiance - a little sterile"
2692,2692,"These kids don't deserve your condescending, holier than thou, attention starved bad attitudes."
2693,2693,The hotel front desk recommended the worst restaurant.
2694,2694,"smart science fiction for grown-ups , with only a few false steps along the way ."
2695,2695,it was somewhat busy but too late
2696,2696,"One of the reasons for the difficulty was the menu, which offered one enticing item after another."
2697,2697,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel ."
2698,2698,both awful and appealing .
2699,2699,Have pictures of all.
2700,2700,"a combination of standard , stiff tv-style animation and snazzy-looking digital effects that do little to disguise the fact that the characters barely move ."
2701,2701,"Service is wonderful, but Cindy and her daughter Taylor are too upbeat."
2702,2702,Toronto Island BBQ and Beer Company.
2703,2703,other quick trips have pretty much the same inventory but not these employees.
2704,2704,My eyeglasses have a lot of attributes to them.
2705,2705,Least favourite was sparerib dish; it was too dry.
2706,2706,"This is one of the best in St Helena. The food, atmosphere, and service is ALWAYS top notch!"
2707,2707,"-The tomato salsa didn't have a great flavor, but I still ate it."
2708,2708,Only glitch was that they never brought our boxed up left-overs (which there always are leftovers there!
2709,2709,The quantity of the food is little too low compared to the price.
2710,2710,We would go back for the service received from the staff. We were having a special dinner out for our daugther and the staff treated her extra special.
2711,2711,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno .
2712,2712,there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought .
2713,2713,The food was not up to expectations. Many in our group food the food to lack flavor.
2714,2714,the time our first dishes.
2715,2715,"Drink orders aren't taken right away, so from the time you sit down until the time you get your drink you may wait nearly fifteen minutes."
2716,2716,Passing through all hardships Nick got into MIT.
2717,2717,Just plan your trip as its not the easiest to access and the parking spaces are limited.
2718,2718,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses ."
2719,2719,My one recommendation to the restaurant is get rid of the dance music.
2720,2720,I was not as impressed with the service. The waiters did not know much of the menu and was not accommodating to vegetarians.
2721,2721,Rudeness gets elevated almost to an art form back there.
2722,2722,looks like a high school film project completed the day before it was due .
2723,2723,cuts right through the b.s. giving a big middle-fingered `` shut up '' to those who talk up what is nothing more than two guys beating the hell outta one another .
2724,2724,Piedmonte and Umbia come to life at Pelago. Service is outstanding and the creations are impeccable.
2725,2725,Surpised that coleslaw was not served with it.
2726,2726,the story bogs down in a mess of purposeless violence .
2727,2727,"Instead of barely meeting expectations, gene woods blew them out if the water!"
2728,2728,Our experience was wounderfull.
2729,2729,the climate is vigorouse
2730,2730,the journey toward redemption feels more like a cinematic experiment than a full-blown movie .
2731,2731,How clever of him: to make a table bigger by simply adding more place settings.
2732,2732,We walked the mile from our hotel to your restaurant and knowing our table would be ready was a relief.
2733,2733,"Well, it was until The Mugshot Tavern opened anyways..."
2734,2734,This place definitely met my exception.
2735,2735,Shitty Shitty Shitty.
2736,2736,"from the big giant titles of the opening credits to elmer bernstein 's perfectly melodic score , haynes gets just about everything right ."
2737,2737,davis has filled out his cast with appealing fresh faces .
2738,2738,"It has runny eggs on top, with cold hard bacon."
2739,2739,Desserts were great.
2740,2740,Not going to send them back again.
2741,2741,I would give it five stars ... if the stars go to one hundred.
2742,2742,She went missing for 10-20 min at a time.
2743,2743,I had very slow service the last time I came here but shook it off and popped in before work.
2744,2744,"finally , a genre movie that delivers -- in a couple of genres , no less ."
2745,2745,Could have made a dessert on the tomatoes alone!
2746,2746,It should have been all sticky rice. nice option
2747,2747,Jumbalaya was so gross.
2748,2748,"the movie has a soft , percolating magic , a deadpan suspense ."
2749,2749,"it risks seeming slow and pretentious , because it thinks the gamble is worth the promise ."
2750,2750,"the parts are better than the whole -lrb- bizarre , funny , tragic - like love in new york -rrb- ."
2751,2751,"The regular full time service staff must have been on vacation, because this was the worst part of the dining experience."
2752,2752,If I'm ever back in the Phoenix/Scottsdale area I'll definitely pay it a visit again. love it
2753,2753,i went there because i was walking my dog and wanted to stop for lunch they had outdoor seating so i thought i'd give it a shot. it was worth it
2754,2754,"My friends and i have a lovely time at Basil T's. The food was great, served in impeccable style and priced right.

Many thanks. We'll be back again and again."
2755,2755,I ended up going to the pro store at town square and the girl picked three great colors for me!
2756,2756,Wok grill was good and deserts had lots of variety.
2757,2757,"The food wasn't as good as expected.
The service is from the hostes is poor and unpleasant... it seems that they don't want to be there...
It was an experience easily forgettable."
2758,2758,"Outdoor seating is well served for those who enjoy, but the quiet dining room was more my style."
2759,2759,"Cowboy benny was on the bland side, but chef's healthy breakfast was very good. Server was good but kitchen was really backed up and seemed understaffed for the late brunch rush."
2760,2760,"-lrb- hawn 's character -rrb- is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten ."
2761,2761,They should keep doing what they are doing.
2762,2762,"I can see being pricey if you're treated well, but they take your money and act like they are doing you a favor."
2763,2763,Maria has an attitude.
2764,2764,Spoilt our theatre trip to London
2765,2765,lee jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it .
2766,2766,I used to live here and would visit this counter all the time and never had an issue.
2767,2767,"At Brix, $110."
2768,2768,I made reservations for a bigger party (14 people) and had these reservations well over one month in advance.
2769,2769,My one complaint was that the air conditioning / heating was a little touchy and we kept having to adjust it.
2770,2770,Chef driven establishment and it shows.
2771,2771,They helped her set up the TV.
2772,2772,"We don't ordinarily openly 'moan' when we eat, but all of our dishes were 'moan' worthy!"
2773,2773,a predictable and stereotypical little b-movie .
2774,2774,"Fpr the main, I'd ordered the pepper crusted steak, but found it to be a bit too spicy."
2775,2775,Everything was very chaotic and rushed.
2776,2776,"The main course came out before we were done with the salads, the meat was not cooked as ordered. Felt rushed, like we were expected to eat quickly and leave. Not worth the price."
2777,2777,"Took forever for our food, but the food was good. I liked it but fear my husband won't want to go back!"
2778,2778,"still , i thought it could have been more ."
2779,2779,I never even bothered before.
2780,2780,"I requested shrimp from the menu, and it came with garlic tamale. "
2781,2781,Didn't get seated promptly with a reservation...
2782,2782,"Horrible service continues to be a problem. Even with only six other occupied tables, my waffle was cold and I could not get coffee refills."
2783,2783,The food was better.
2784,2784,"admirable , certainly , but not much fun to watch ."
2785,2785,"I was surprised about my reaction to the mango lassi, i thought i would love it. "
2786,2786,I ended up in a total pizza coma and don't know why.
2787,2787,"Excellent service, delicious cuisine, wonderful ambiance-it has it all!"
2788,2788,Their Doogh drink and yogurt is so unique.
2789,2789,"The lady at the register didn't have a care in the world, and did a good job of making that clear to us."
2790,2790,The place was 1/3 full at 8 pm on a Friday night.
2791,2791,"The staff was fairly friendly on the phone, pizza came in the delivery estimate time."
2792,2792,I almost missed the claims casino because they were under the Raw Bar menu.
2793,2793,"I wasn't impressed. There are bright, colorful, easy-to-read menus in front of the register that conveniently detail all their menu items. "
2794,2794,I had the Tuna sandwich & jalapeño chips.
2795,2795,"Simply the best wait staff in town. They are friendly, helpful and knowledgeable! Sitting outside is a must as the patio is very cozy."
2796,2796,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal ."
2797,2797,The place is very good that I want to tell the staff on how great they are.
2798,2798,"Lunch specials of chicken, rice and a drink range from $4-$8. It was so good."
2799,2799,"Disappointing first experience....the serve mixed up my drink order, they were out of several entrees on the menu, and the food was less than stellar for the price. Won't be going back."
2800,2800,"My kids thought it would be fun to order their own and hopefully take some home, but one ordered a chocolate chip pancake and another ordered a waffle."
2801,2801,The tables were a bit too close together for an intimate valentine's day meal. A bit noisy too. But the food and service was great.
2802,2802,"I was shocked when he offered to order me a brand new spa with the missing jet and agreed to pay for the crane, installation, setup and everything."
2803,2803,First off the location is a pain to get to because of how congestion Bell Ave gets during Christmas time with all of the dazzling lights
2804,2804,it 's a trifle .
2805,2805,We were so looking forward to our experience at Greystone.
2806,2806,"in scope , ambition and accomplishment , children of the century ... takes kurys ' career to a whole new level ."
2807,2807,The food was not as good as it should have been considering the hype for the restaurant. Very slow service and it wasn't very busy. Probably why it was so easy to get a table.
2808,2808,Nice if you want to stay away from the rug rats at the main pool.
2809,2809,Loved the crostinni they provided with the dip though! It was really good.
2810,2810,The business man get more profit.
2811,2811,often moving and explores the discomfort inherent in the contacts between the american ` hosts ' and their ` guests . '
2812,2812,"Ol' reliable when attending events at Lincoln Center. Salads and soups are great for a light meal, as is the antipasto bar. Steaks, fish and pastas always fresh and tasty."
2813,2813,"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor ."
2814,2814,Discount Tire.
2815,2815,"We wanted Chris's company but did due diligence regardless, meeting with American Back Yards which sold us."
2816,2816,What's that?!
2817,2817,I wasn't impressed by the food relative to the price. There are definitely many other restaurants in Little Italy I would have rather eaten at.
2818,2818,We celebrated my son's 30th birthday. Restaurant was very accommodating for a large group of 15.
2819,2819,the only way this supernatural snore-fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare .
2820,2820,Arrived at 1:15.
2821,2821,Great beer seletion and great take on some comfort foods.
2822,2822,"All the other nearby mexican places were closed on sundays, so I just decided to give this place a shot despite the questionable yelp reviews. It was a bad place."
2823,2823,Beans are so easy even Taco Bell manages to not ruin them... Just saying!
2824,2824,"When we entered the restaurant we notified how noisy it was...We requested that the Hostess seat us in a quite area (girlfriends, we had a lot to catch up on)!"
2825,2825,Looks are not always as they seem
2826,2826,"I had been in there for beer only and never the food before, not sure why."
2827,2827,I would not just love pizza in general but which I do not agree and I was craving it.
2828,2828,The dishes were nasty
2829,2829,"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler ."
2830,2830,a standard haunted house tale transplanted to the high seas .
2831,2831,Every time I go I enjoy the food.
2832,2832,food is not what is used to be. nothing special.
2833,2833,"My husband claims that I am the picky eater, but one wrong thing about service, portion size or flavor and he won't ever go back to a restaurant again."
2834,2834,"a taut , intelligent psychological drama ."
2835,2835,"My husband's burrito came with black beans, mushy white rice, pico, sour cream, and of course carne."
2836,2836,can see where this dumbed-down concoction is going .
2837,2837,"There are so many fabulous things on the menu to chose from, the most difficult part of the process is deciding what to have this time."
2838,2838,We had a lovely evening and our server was attentive but never intrusive. It was a special evening shared with out of town guests who had a wonderful time.
2839,2839,There are some positives of this Planet Fitness.
2840,2840,The match was postponed due to covid-19
2841,2841,"If it wasn't, still shame on you."
2842,2842,I believe it was done intentionally because I didn't want the older rude nail technician to do my pedicure.
2843,2843,that is a meaning ful staff.
2844,2844,"WENT TONIGHT WITH MY PARENTS AND FRIENDS (FOR OUR 10 YEAR WEDDING ANNIVERSARY) My dad is a recovering alcoholic, we stopped at Starbucks so my dad could get a coffee before we go in so he has a drink."
2845,2845,"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong ."
2846,2846,Spoke with manager.
2847,2847,Check for Wyndham timeshare reviews.
2848,2848,Ice Now has a 400 pound limit which is $70.
2849,2849,"It was good. I asked for steamed lobster and received backed stuffed. But it was still good (I don't like to send things back). Our waiter was GREAT!
Thank you!
V Hall"
2850,2850,"The food and service were excellent.
The Chef is shy but obviously cares about the food and its preparation."
2851,2851,Food was good as far as Chinese food goes.
2852,2852,"we've ordered from the Restaurant week menu and the beef dish was terrible, and the rest has nothing to wow about"
2853,2853,The meal is certainly expensive; It's hard to not drop $150 at dinner.
2854,2854,I went to dinner. Had an enjoyable dinner last night with friends.
2855,2855,Line is always busy.
2856,2856,"-lrb- morgan -rrb- , judd and franklin ca n't save the script , rooted in a novel by joseph finder , from some opportunism ."
2857,2857,The next day I was ready for leftovers and they weren't there.
2858,2858,but this time there 's some mold on the gold .
2859,2859,I eat at the Daily Grill in SF and it's always been great.
2860,2860,Only thing I would change would be the portions.
2861,2861,"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions ."
2862,2862,This place has mediocre food and non-existent service but is next door to the AAC for Mavs games and that is the ONLY reason to eat here.
2863,2863,Server was knowledgeable and adequate.
2864,2864,When the group visited from Cali there were only vegan options as far as they were concerned.
2865,2865,We settle the paperwork quickly and I took my newly cleaned shampooed and serviced Mazda at two days later.
2866,2866,The Chef is very creative using local produce.
2867,2867,complimentary chanpagne was never given to us. but other than that it was ok.
2868,2868,has something to say ... but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .
2869,2869,a minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .
2870,2870,The salads were non-descript.
2871,2871,"the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction ."
2872,2872,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway ."
2873,2873,"It's been 3 years since I went for Sat brunch. The portion has shrunk substantially since. The cinnamon roll is microscopic now as well as the eggs. Still decent value, though."
2874,2874,Dessert menu may be too exotic.
2875,2875,you do n't have to be an especially tough grader to give a charitable b-minus to the emperor 's club .
2876,2876,The plus is this place does have visitor wifi from the University of Illinois. It is a good place.
2877,2877,I learned the hard way; the Spice Market stands for everything in on FIRE!
2878,2878,Prior to coming to The Joint our co-pay was $40 per visit.
2879,2879,"the movie is well shot and very tragic , and one to ponder after the credits roll ."
2880,2880,"it 's a sly wink to the others without becoming a postmodern joke , made creepy by its `` men in a sardine can '' warped logic ."
2881,2881,"Over all a pleasant experience, though the service was not up to par, waited to long for bread and ordering, food was good."
2882,2882,Wish they had some outside seating for this time of year.
2883,2883,extremely boring .
2884,2884,They know what they are talking about when it comes to the world of beer.
2885,2885,"goor service,VERY NOISEY,food was served not warm, when we sent it back to reheat the plate returned hot but the food still room temp. expensive"
2886,2886,to me.
2887,2887,"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension ."
2888,2888,The food was superb and the service was perfect.
2889,2889,"Excellent food, too small portions, unnecessarily expensive, slow and uninspired service both at the bar and in the dining room. Overall not worth the cost; not recommended."
2890,2890,"way too expensive

tourists trap

100$ for 1 appetizer and 2 lobsters.. no drinks"
2891,2891,I was happily wrong.
2892,2892,"the story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?"
2893,2893,I'm assuming the man who I ordered from was the owner.
2894,2894,We were full with no space for desert but didn't need a doggy bag! nice place overall
2895,2895,We are local north Olmsted resident .
2896,2896,Flagged down the server to get in our order. she was smart
2897,2897,"Every time I come here, I leave saying, ""why don't I come here more often!?""

Food is phenomenal. Service is perfect. The head chef really knows what she's doing."
2898,2898,Every time I have been there I compared prices with several other tire shops and they are always the cheapest.
2899,2899,We were too full to try dessert but the ones we saw being serve to our neighboring tables looked good.
2900,2900,"but if you expect light romantic comedy , good gosh , will you be shocked ."
2901,2901,My husband wanted to order the Greek wine.
